Date,Close
2008-11-03,237.10
2008-11-04,247.71
2008-11-05,236.25
2008-11-06,219.44
2008-11-07,223.19
2008-11-10,214.48
2008-11-11,211.43
2008-11-12,200.79
2008-11-13,215.15
2008-11-14,210.79
2008-11-17,195.72
2008-11-18,191.89
2008-11-19,177.10
2008-11-20,171.32
2008-11-21,180.22
2008-11-24,191.20
2008-11-25,187.02
2008-11-26,201.30
2008-11-28,198.24
2008-12-01,183.24
2008-12-02,185.69
2008-12-03,198.07
2008-12-04,186.64
2008-12-05,192.56
2008-12-08,196.15
2008-12-09,205.65
2008-12-10,208.57
2008-12-11,203.37
2008-12-12,212.94
2008-12-15,209.22
2008-12-16,221.51
2008-12-17,221.16
2008-12-18,208.95
2008-12-19,211.84
2008-12-22,206.66
2008-12-23,200.87
2008-12-24,202.89
2008-12-26,202.00
2008-12-29,201.95
2008-12-30,211.26
2008-12-31,212.17
2009-01-02,221.91
2009-01-05,223.29
2009-01-06,234.56
2009-01-07,223.12
2009-01-08,222.54
2009-01-09,215.28
2009-01-12,209.09
2009-01-13,210.79
2009-01-14,202.01
2009-01-15,207.07
2009-01-16,214.42
2009-01-20,199.07
2009-01-21,205.18
2009-01-22,199.99
2009-01-23,208.28
2009-01-26,209.89
2009-01-27,217.28
2009-01-28,222.59
2009-01-29,212.33
2009-01-30,208.26
2009-02-02,210.52
2009-02-03,210.83
2009-02-04,212.75
2009-02-05,221.31
2009-02-06,229.18
2009-02-09,227.81
2009-02-10,217.33
2009-02-11,215.11
2009-02-12,218.03
2009-02-13,220.55
2009-02-17,205.80
2009-02-18,206.86
2009-02-19,196.09
2009-02-20,197.28
2009-02-23,189.11
2009-02-24,199.10
2009-02-25,205.07
2009-02-26,201.47
2009-02-27,199.00
2009-03-02,188.97
2009-03-03,191.49
2009-03-04,200.27
2009-03-05,197.25
2009-03-06,195.01
2009-03-09,190.47
2009-03-10,205.84
2009-03-11,210.02
2009-03-12,217.37
2009-03-13,220.11
2009-03-16,212.16
2009-03-17,220.91
2009-03-18,228.52
2009-03-19,226.61
2009-03-20,218.71
2009-03-23,234.45
2009-03-24,228.40
2009-03-25,231.49
2009-03-26,245.17
2009-03-27,240.07
2009-03-30,229.45
2009-03-31,230.91
2009-04-01,233.87
2009-04-02,243.88
2009-04-03,251.04
2009-04-06,245.38
2009-04-07,235.90
2009-04-08,242.71
2009-04-09,254.41
2009-04-13,250.60
2009-04-14,250.00
2009-04-15,246.23
2009-04-16,254.50
2009-04-17,254.81
2009-04-20,240.19
2009-04-21,240.66
2009-04-22,251.08
2009-04-23,249.36
2009-04-24,253.65
2009-04-27,250.80
2009-04-28,246.67
2009-04-29,251.55
2009-04-30,258.54
2009-05-01,258.19
2009-05-04,272.31
2009-05-05,268.70
2009-05-06,270.61
2009-05-07,254.55
2009-05-08,249.65
2009-05-11,248.86
2009-05-12,242.53
2009-05-13,236.80
2009-05-14,244.38
2009-05-15,242.28
2009-05-18,251.28
2009-05-19,256.33
2009-05-20,256.99
2009-05-21,250.40
2009-05-22,250.46
2009-05-26,259.82
2009-05-27,263.94
2009-05-28,268.65
2009-05-29,271.31
2009-06-01,285.71
2009-06-02,276.29
2009-06-03,270.18
2009-06-04,275.99
2009-06-05,270.74
2009-06-08,270.59
2009-06-09,282.64
2009-06-10,283.20
2009-06-11,279.74
2009-06-12,274.79
2009-06-15,270.50
2009-06-16,263.71
2009-06-17,266.16
2009-06-18,261.27
2009-06-19,264.47
2009-06-22,254.60
2009-06-23,253.66
2009-06-24,258.08
2009-06-25,263.26
2009-06-26,263.05
2009-06-29,262.92
2009-06-30,263.15
2009-07-01,267.02
2009-07-02,263.81
2009-07-06,260.24
2009-07-07,252.73
2009-07-08,250.94
2009-07-09,257.95
2009-07-10,259.04
2009-07-13,265.29
2009-07-14,269.61
2009-07-15,281.56
2009-07-16,287.00
2009-07-17,290.49
2009-07-20,294.13
2009-07-21,293.97
2009-07-22,301.77
2009-07-23,304.72
2009-07-24,300.88
2009-07-27,302.64
2009-07-28,303.25
2009-07-29,300.65
2009-07-30,301.05
2009-07-31,301.74
2009-08-03,307.02
2009-08-04,307.22
2009-08-05,303.86
2009-08-06,299.84
2009-08-07,298.53
2009-08-10,294.95
2009-08-11,290.74
2009-08-12,295.88
2009-08-13,302.36
2009-08-14,294.65
2009-08-17,285.92
2009-08-18,291.67
2009-08-19,293.42
2009-08-20,296.41
2009-08-21,301.30
2009-08-24,298.95
2009-08-25,300.53
2009-08-26,302.99
2009-08-27,303.76
2009-08-28,311.18
2009-08-31,306.18
2009-09-01,298.64
2009-09-02,297.40
2009-09-03,301.65
2009-09-04,309.74
2009-09-08,316.72
2009-09-09,320.13
2009-09-10,325.82
2009-09-11,321.24
2009-09-14,322.70
2009-09-15,325.48
2009-09-16,326.84
2009-09-17,321.33
2009-09-18,326.48
2009-09-21,326.40
2009-09-22,329.33
2009-09-23,331.05
2009-09-24,323.04
2009-09-25,321.05
2009-09-28,327.67
2009-09-29,323.00
2009-09-30,325.75
2009-10-01,309.97
2009-10-02,306.59
2009-10-05,313.09
2009-10-06,319.58
2009-10-07,317.64
2009-10-08,316.06
2009-10-09,326.44
2009-10-12,331.01
2009-10-13,330.00
2009-10-14,334.51
2009-10-15,329.78
2009-10-16,322.83
2009-10-19,327.61
2009-10-20,326.87
2009-10-21,322.67
2009-10-22,326.84
2009-10-23,316.41
2009-10-26,317.44
2009-10-27,309.44
2009-10-28,300.78
2009-10-29,307.26
2009-10-30,296.61
2009-11-02,297.37
2009-11-03,293.48
2009-11-04,295.31
2009-11-05,302.96
2009-11-06,301.76
2009-11-09,311.26
2009-11-10,311.52
2009-11-11,315.76
2009-11-12,314.00
2009-11-13,317.50
2009-11-16,323.83
2009-11-17,324.30
2009-11-18,321.53
2009-11-19,310.50
2009-11-20,307.97
2009-11-23,311.52
2009-11-24,312.50
2009-11-25,315.09
2009-11-27,309.82
2009-11-30,310.05
2009-12-01,319.54
2009-12-02,324.69
2009-12-03,328.44
2009-12-04,335.21
2009-12-07,336.72
2009-12-08,336.96
2009-12-09,339.09
2009-12-10,338.61
2009-12-11,335.24
2009-12-14,340.28
2009-12-15,338.97
2009-12-16,344.86
2009-12-17,339.82
2009-12-18,344.83
2009-12-21,352.65
2009-12-22,354.72
2009-12-23,355.37
2009-12-24,361.06
2009-12-28,357.64
2009-12-29,356.18
2009-12-30,361.39
2009-12-31,359.91
2010-01-04,366.08
2010-01-05,366.42
2010-01-06,366.34
2010-01-07,362.30
2010-01-08,367.68
2010-01-11,366.62
2010-01-12,353.45
2010-01-13,359.09
2010-01-14,356.96
2010-01-15,344.67
2010-01-19,350.84
2010-01-20,349.80
2010-01-21,347.91
2010-01-22,329.49
2010-01-25,334.18
2010-01-26,333.52
2010-01-27,337.45
2010-01-28,327.25
2010-01-29,316.07
2010-02-01,325.72
2010-02-02,328.70
2010-02-03,327.75
2010-02-04,312.53
2010-02-05,320.01
2010-02-08,318.86
2010-02-09,323.41
2010-02-10,323.40
2010-02-11,331.04
2010-02-12,332.84
2010-02-16,340.96
2010-02-17,341.54
2010-02-18,342.52
2010-02-19,343.54
2010-02-22,342.55
2010-02-23,332.87
2010-02-24,339.27
2010-02-25,338.39
2010-02-26,338.86
2010-03-01,349.48
2010-03-02,349.39
2010-03-03,346.37
2010-03-04,346.55
2010-03-05,351.53
2010-03-08,351.21
2010-03-09,350.47
2010-03-10,358.04
2010-03-11,357.16
2010-03-12,355.37
2010-03-15,350.43
2010-03-16,359.87
2010-03-17,364.06
2010-03-18,361.64
2010-03-19,355.67
2010-03-22,364.25
2010-03-23,372.47
2010-03-24,365.37
2010-03-25,364.83
2010-03-26,362.89
2010-03-29,366.37
2010-03-30,368.90
2010-03-31,366.57
2010-04-01,366.93
2010-04-05,377.86
2010-04-06,375.52
2010-04-07,376.89
2010-04-08,371.47
2010-04-09,375.76
2010-04-12,378.97
2010-04-13,381.33
2010-04-14,397.73
2010-04-15,398.86
2010-04-16,393.75
2010-04-19,389.66
2010-04-20,395.71
2010-04-21,391.42
2010-04-22,398.94
2010-04-23,400.42
2010-04-26,400.81
2010-04-27,386.78
2010-04-28,388.63
2010-04-29,393.97
2010-04-30,376.07
2010-05-03,385.97
2010-05-04,368.48
2010-05-05,364.54
2010-05-06,352.54
2010-05-07,346.75
2010-05-10,367.48
2010-05-11,364.73
2010-05-12,375.08
2010-05-13,364.96
2010-05-14,353.86
2010-05-17,359.39
2010-05-18,348.85
2010-05-19,350.84
2010-05-20,340.60
2010-05-21,349.11
2010-05-24,342.54
2010-05-25,344.51
2010-05-26,343.78
2010-05-27,361.55
2010-05-28,355.66
2010-06-01,347.61
2010-06-02,360.20
2010-06-03,364.45
2010-06-04,348.48
2010-06-07,335.84
2010-06-08,334.58
2010-06-09,332.06
2010-06-10,344.69
2010-06-11,349.53
2010-06-14,351.97
2010-06-15,371.47
2010-06-16,373.09
2010-06-17,372.39
2010-06-18,371.21
2010-06-21,368.04
2010-06-22,361.39
2010-06-23,362.88
2010-06-24,352.22
2010-06-25,352.09
2010-06-28,354.11
2010-06-29,337.67
2010-06-30,332.30
2010-07-01,333.11
2010-07-02,331.60
2010-07-06,331.15
2010-07-07,347.87
2010-07-08,347.62
2010-07-09,351.36
2010-07-12,355.33
2010-07-13,362.83
2010-07-14,361.86
2010-07-15,361.09
2010-07-16,349.16
2010-07-19,357.94
2010-07-20,358.13
2010-07-21,351.13
2010-07-22,362.66
2010-07-23,364.53
2010-07-26,369.50
2010-07-27,366.08
2010-07-28,359.47
2010-07-29,352.52
2010-07-30,348.81
2010-08-02,354.94
2010-08-03,351.25
2010-08-04,354.71
2010-08-05,352.44
2010-08-06,351.75
2010-08-09,354.05
2010-08-10,344.74
2010-08-11,330.06
2010-08-12,325.75
2010-08-13,322.74
2010-08-16,324.26
2010-08-17,328.60
2010-08-18,332.10
2010-08-19,326.42
2010-08-20,327.88
2010-08-23,323.78
2010-08-24,318.41
2010-08-25,321.50
2010-08-26,315.23
2010-08-27,321.76
2010-08-30,313.58
2010-08-31,307.49
2010-09-01,316.75
2010-09-02,323.32
2010-09-03,328.71
2010-09-07,322.31
2010-09-08,320.90
2010-09-09,321.08
2010-09-10,316.57
2010-09-13,327.17
2010-09-14,332.76
2010-09-15,331.64
2010-09-16,334.24
2010-09-17,334.35
2010-09-20,336.12
2010-09-21,335.29
2010-09-22,330.45
2010-09-23,332.83
2010-09-24,346.14
2010-09-27,343.80
2010-09-28,349.46
2010-09-29,351.79
2010-09-30,349.24
2010-10-01,348.06
2010-10-04,343.12
2010-10-05,350.91
2010-10-06,345.34
2010-10-07,346.83
2010-10-08,350.15
2010-10-11,352.67
2010-10-12,355.32
2010-10-13,355.66
2010-10-14,354.83
2010-10-15,357.12
2010-10-18,354.57
2010-10-19,349.62
2010-10-20,351.78
2010-10-21,349.86
2010-10-22,356.94
2010-10-25,360.78
2010-10-26,359.36
2010-10-27,370.45
2010-10-28,370.34
2010-10-29,372.64
2010-11-01,371.45
2010-11-02,374.19
2010-11-03,377.81
2010-11-04,389.75
2010-11-05,392.02
2010-11-08,391.88
2010-11-09,387.32
2010-11-10,387.34
2010-11-11,382.49
2010-11-12,382.61
2010-11-15,379.57
2010-11-16,374.07
2010-11-17,373.85
2010-11-18,380.96
2010-11-19,387.09
2010-11-22,391.33
2010-11-23,388.27
2010-11-24,398.71
2010-11-26,396.03
2010-11-29,395.15
2010-11-30,390.12
2010-12-01,403.07
2010-12-02,410.56
2010-12-03,412.43
2010-12-06,411.77
2010-12-07,411.51
2010-12-08,415.43
2010-12-09,416.40
2010-12-10,416.69
2010-12-13,413.20
2010-12-14,410.67
2010-12-15,406.03
2010-12-16,408.71
2010-12-17,411.44
2010-12-20,410.24
2010-12-21,412.96
2010-12-22,413.09
2010-12-23,411.78
2010-12-27,412.27
2010-12-28,410.66
2010-12-29,411.20
2010-12-30,412.30
2010-12-31,411.82
2011-01-03,415.05
2011-01-04,415.58
2011-01-05,417.09
2011-01-06,424.77
2011-01-07,425.76
2011-01-10,430.17
2011-01-11,431.52
2011-01-12,440.01
2011-01-13,439.82
2011-01-14,451.59
2011-01-18,449.93
2011-01-19,439.33
2011-01-20,434.77
2011-01-21,431.65
2011-01-24,442.42
2011-01-25,439.12
2011-01-26,442.94
2011-01-27,451.28
2011-01-28,438.61
2011-01-31,440.51
2011-02-01,451.83
2011-02-02,453.91
2011-02-03,453.66
2011-02-04,463.11
2011-02-07,461.25
2011-02-08,460.90
2011-02-09,457.60
2011-02-10,459.25
2011-02-11,462.82
2011-02-14,466.40
2011-02-15,461.38
2011-02-16,466.56
2011-02-17,473.22
2011-02-18,471.46
2011-02-22,452.81
2011-02-23,444.27
2011-02-24,451.90
2011-02-25,463.69
2011-02-28,458.62
2011-03-01,449.78
2011-03-02,456.09
2011-03-03,464.77
2011-03-04,459.82
2011-03-07,447.35
2011-03-08,447.94
2011-03-09,434.35
2011-03-10,423.73
2011-03-11,427.91
2011-03-14,427.17
2011-03-15,421.79
2011-03-16,412.44
2011-03-17,417.97
2011-03-18,419.20
2011-03-21,426.79
2011-03-22,422.91
2011-03-23,426.94
2011-03-24,437.41
2011-03-25,436.27
2011-03-28,436.75
2011-03-29,441.04
2011-03-30,441.38
2011-03-31,437.36
2011-04-01,432.85
2011-04-04,429.05
2011-04-05,438.78
2011-04-06,445.50
2011-04-07,443.25
2011-04-08,439.58
2011-04-11,435.88
2011-04-12,426.78
2011-04-13,427.89
2011-04-14,428.41
2011-04-15,431.23
2011-04-18,423.44
2011-04-19,425.26
2011-04-20,443.42
2011-04-21,443.20
2011-04-25,443.41
2011-04-26,450.48
2011-04-27,450.64
2011-04-28,447.54
2011-04-29,449.56
2011-05-02,445.06
2011-05-03,439.43
2011-05-04,439.70
2011-05-05,440.35
2011-05-06,443.66
2011-05-09,442.36
2011-05-10,444.59
2011-05-11,440.89
2011-05-12,447.13
2011-05-13,440.95
2011-05-16,434.69
2011-05-17,429.48
2011-05-18,437.59
2011-05-19,433.87
2011-05-20,432.56
2011-05-23,423.34
2011-05-24,420.21
2011-05-25,424.21
2011-05-26,428.24
2011-05-27,433.09
2011-05-31,439.60
2011-06-01,426.28
2011-06-02,426.42
2011-06-03,418.52
2011-06-06,415.34
2011-06-07,417.64
2011-06-08,408.94
2011-06-09,409.62
2011-06-10,402.80
2011-06-13,399.08
2011-06-14,406.75
2011-06-15,398.44
2011-06-16,393.87
2011-06-17,388.21
2011-06-20,388.73
2011-06-21,398.61
2011-06-22,396.73
2011-06-23,402.56
2011-06-24,392.50
2011-06-27,395.27
2011-06-28,400.52
